id	document	labels
821	대한항공 내년 영업실적 기대 전망에 1.62%↑ 펄어비스·위메이드·카카오게임즈 2% 넘게 올라 3일 코스피 지수는 전일보다 0.32% 내린 2935.93에 거래를 시작했다. 중앙포토 3일 코스피 지수는 전일보다 0.32% 내린 2935.93에 거래를 시작했다. 투자자별로는 9시 20분 기준 현재 외국인과 개인이 각각 351억원 2010억원을 사들이고 있고 기관이 2353억원을 팔아 치우고 있다. 시가총액 상위 10개 종목은 기아 0.37% 를 제외하고 하락세다. 대표 반도체주인 삼성전자 1.98% 와 SK하이닉스 2.08% 내리고 있고 카카오페이 4.57% 와 SK바이오사이언스 5.38% 도 하락세다. 반면 SK아이이테크놀로지는 2% 넘게 오르고 있다. 아모레퍼시픽 2.13% 과 대한항공 1.62% 도 오르고 있다. 대한항공은 내년 영업이익이 시장 기대치를 상회할 전망이라는 소식에 3거래일째 상승세다. 강성진 KB증권 연구원은 항공 여객이 개선되고 있고 비관광승객·장거리노선을 중심으로 여객 수요회복이 나타나고 있다 며 내년 영업이익은 1.2조원으로 시장 컨센서스를 15.6% 전망 이라고 했다. 코스닥 지수는 이날 전 거래일보다 0.43% 오른 981.65로 출발했다. 투자자별로는 9시 20분 기준 현재 외국인과 기관이 각각 277억원 58억원을 팔아 치우고 있고 개인이 153억원 사들이고 있다. 시총 상위 종목은 희비가 교차하고 있다. 셀트리온헬스케어 1.8% 와 셀트리온제약 1.39% 은 하락세다. 코스피 시장의 셀트리온 2.58% 도 내리며 셀트리온 3형제는 하락세다. 씨젠도 0.75% 내리고 있다. 에코프로비엠 1.78% 과 엘앤에프 1.61% 는 오르고 있다. 게임주와 엔터주도 상승세다. 게임주 중에선 펄어비스 카카오게임즈 위메이드는 2% 넘게 상승 중이고 대표 엔터주인 에스엠 5.12% JYP Ent. 3.83% YG PLUS 2.76% 도 오르고 있다	1
822	이데일리 이광수 기자 하이투자증권은 SK하이닉스 000660 에 대해 올해 2분기 영업이익 전망치가 2조5000억원으로 이전 전망치인 2조2000억원을 웃돌 것으로 예상된다고 밝혔다. 투자의견은 ‘매수’를 유지했고 목표가는 17만원에서 18만5000원으로 8.8% 상향했다. 송명섭 하이투자증권 연구원은 4일 “2분기는 PC와 서버 디램 고정거래상승률이 기존 예상치인 10%대 중반대를 웃도는 10%대 후반 수준에 달할 것”이라며 “모바일 디램 고정거래가격 역시 10% 가량 상승할 가능성이 높은 것으로 판단된다”며 이같이 분석했다. 송 연구원은 “1분기 실적도 2분기 고정거래가격의 대폭 상승을 의식한 SK하이닉스의 출하 자체가 없다면 기존 전망치인 1조3000억원을 웃돌 것”이라며 “1분기 낸드 고정거래가격도 솔리드스테이트드라이브 SSD 위주로 상승 반전할 전망”이라고 말했다. 현재 PC 디램 현물가격이 8GB 모듈 기준으로 36 40달러인데 2분기 고정거래가격이 큰 폭 상승할 것으로 예상된다는 게 그의 전망이다. 송 연구원은 “이에 따라 SK하이닉스의 2021년 영업이익 전망치를 기존 10조7000억원에서 12조5000억원으로 상향 조정한다”며 “당분간 제품 평균판매가격 ASP 과 실적 개선 강도가 양호하고 주가 역시 아웃퍼폼할 가능성이 높은 것으로 판단된다”고 밝혔다. 목표가 18만5000원은 SK하이닉스 올해 예상 순자산가치 BPS 에 지난 10년간 최고 주가순자산비율 PBR 배수인 2.2배를 적용해 도출한 것이라는 게 그의 설명이다. 송 연구원은 “역사적으로 반도체 주식 밸류에이션 배수와 비례 동행 관계에 있는 글로벌 유동성 증감율 상승세가 주춤해지면서 최근 반도체 주가가 기간 조정을 겪은 것”이라며 “여전히 유동성 증감율이 고점 부근에 있고 각국의 코로나19 지원금 재지급 효과가 발생할 전망으로 주당가치 뿐만 아니라 밸류에이션 배수 측면에서도 SK하이닉스의 추가 상승 가능성은 여전히 높은 것으로 판단된다”고 말했다	1
823	시총 2위 자리 네이버가 차지 헤럴드경제 이태형 기자 13일 코스피 종합지수는 전 거래일 3208.38 보다 2.63포인트 0.08% 내린 3205.75에 출발했다. 코스닥지수 또한 전 거래일 1054.09 보다 0.19포인트 0.02% 오른 1054.28에 시작했다. 코스피 지수는 이후 하락폭을 키우며 3200선이 무너졌다. 장중 3200선 하회는 지난 2일 장중 저가 3 194.00 이후 9거래일 만이다. 메모리 반도체 업황 둔화 우려로 연일 급락을 이어가는 삼성전자와 SK하이닉스는 이날도 하락 출발하며 연 저점을 갈아치우고 있다. 삼성전자는 주가가 7만5000원선까지 밀렸으며 SK하이닉스는 10만원이 붕괴됐다. 장중 SK하이닉스는 시가총액 2위의 자리를 NAVER에게 내주기도 했다. SK하이닉스와 NAVER는 시총 2위 자리를 두고 엎치락뒤치락 경쟁을 벌이고 있다. 서울 외환시장에서 원·달러 환율은 전 거래일 1161.2원 보다 2.3원 오른 1163.5원에 개장했다	1
824	임종철 디자인기자 사진 임종철 디자인기자 코스피 시가총액 1 2위를 지키고 있는 삼성전자와 SK하이닉스가 연일 강세다. 지난달 초 대비 삼성전자는 10% SK하이닉스는 20% 가까이 올랐다. 하지만 이 기간 개인투자자는 두 회사 주식 4조5000여억원 상당을 순매도한 것으로 나타났다. 13일 삼성전자는 전 거래일 대비 0.13% 내린 7만6800원에 마감했다. 지난달 초 삼성전자는 6만9800원이었다. 한달여만에 10.03% 오른 셈이다. SK하이닉스는 이날 0.83% 오른 12만1500원에 장을 마쳤다. 지난달 초 10만3000원 대비 17.48% 올랐다. 이 기간 개인투자자는 삼성전자 주식 2조6464억원 SK하이닉스 주식 1조9197억원 등 두회사 주식 총 4조5661억원치를 팔아치웠다. 같은 기간 외국인은 삼성전자 2조3994억원 SK하이닉스 1조2639억원을 순매수했다. 기관은 삼성전자 3218억원 SK하이닉스 7152억원을 각각 사들였다. 두 종목 주가가 크게 오르는 동안 개인투자자들이 집중적으로 주식을 판 셈이다. 오랜 기간 침체기에 있던 두 종목 주가가 반등하는 모습을 보이자 매도에 나선 것으로 보인다. 증권가에선 반도체 업종 투자 심리가 11월에 이어 12월 중순에도 긍정적이라고 본다. 미국 반도체 기업 중 시가총액 2위인 브로드컴은 매출이 컨센서스 시장 전망치 평균 를 웃돈 호실적을 발표했다. 대만 반도체 지표 중 11월 전자 부품 90% 이상이 반도체 수출 역시 호조다. 지난 8월 겨울이 온다 는 보고서를 통해 반도체 업황의 피크아웃 정점을 찍은 이후 하락 우려를 증폭시켰던 미국 투자사 모건스탠리는 최근 4분기 D램 가격은 애널리스트의 예상보다는 덜 나쁜 편으로 나타나고 있다 며 내년에는 다운사이클이 짧아질 것 이라고 밝혔다. 김경민 하나금융투자 연구원은 지난 7일에 발표된 정기 사장단 인사 발표 내용을 참고해보면 이처럼 D램 반도체 사업에서 지속할 수 있는 이익을 추구하는 방향성이 계속 유지될 것으로 판단된다 며 이와 같은 전략을 전개하는 가운데 D램 시장 수요의 성격이 바뀌고 있어 업황의 다운사이클이 짧아지고 업황의 변동 폭이 감소할 것으로 전망한다 고 밝혔다. 추가 주가 상승 여력도 높다는 평가다. 신한금융투자는 지수 주도력이 외국인 투자자에 있는 국면이라고 판단했다. 13일 발간한 보고서에서 외국인 투자자가 비중을 적극적으로 확대하고 있는 반도체 2차전지 업종 및 커뮤니케이션 비중을 늘리는 전략이 유효하다 며 12월 오미크론 변이에 따른 조정 후 회복 국면에서 수익률 상위는 경기민감주 소비주 등 낙폭과대 업종 중심이었다 고 말했다. 코스피가 3000선을 회복한 상황에서 낙폭과대 업종 회복 속도는 오히려 둔화할 가능성이 더 높다는 분석이다. 보고서는 해당 국면에서 더 나은 대안은 외국인 투자자 비중 확대가 관찰되는 반도체와 2차전지 커뮤니케이션 등 고멀티플 업종 이라고 설명했다	1
825	반도체 업황 호조 덕분···영업익 12.4조원 “올해 메모리 반도체 수요 회복···탄력적 재고 운영” 서울경제 SK하이닉스가 지난해 반도체 시장 호황에 힘입어 43조원에 육박하는 사상최대 연 매출을 기록했다. 28일 공시에 따르면 SK하이닉스 매출은 42조9978억원을 기록 전년대비 34.8% 늘어났다. 지난 2018년 40조4451억원으로 연간 최고액을 기록한지 3년만에 기록을 경신했다. 영업이익은 12조4103억원으로 전년대비 147.6% 증가했지만 2018년 최고 기록인 20조8438억원에는 미치지 못했다. 지난해 4분기에 SK하이닉스는 매출 12조 3766억 원 영업이익 4조 2195억 원의 실적을 올렸다. 매출은 사상 처음으로 분기 기준 12조 원을 넘어섰고 영업이익은 2분기 연속 4조원대 기록을 이어갔다. 코로나19 장기화로 반도체 업황이 호조를 보이며 데이터센터 등의 탄탄한 수요가 이어지면서 실적 성장세가 지속된 것으로 분석된다. 올해 역시 이 같은 서버용 메모리 수요가 견조한 가운데 PC와 모바일 수요도 점차 회복되며 매출 50조원 돌파를 넘어 60조원에 육박할 것으로 기대된다. 영업이익 역시 사상 최대였던 2018년 수준을 넘볼 수도 있을 것이란 전망이다. SK하이닉스는 지난해 D램 사업에서 PC 서버향 제품 등 응용분야의 수요에 탄력적으로 대응하며 수익성 확보에 집중했다. 업계 최초로 개발한 DDR5 HBM3 등 차세대 고부가가치 제품에서 최고 수준의 품질 경쟁력을 확보한 것도 호실적에 긍정적이었다. 아울러 지난해 3분기 흑자전환에 성공한 낸드 사업에서는 128단 제품 경쟁력을 바탕으로 시장 평균을 크게 뛰어넘는 판매량 증가율을 기록함으로써 연간 기준으로도 흑자를 기록했다. 경기도 이천 SK하이닉스 이천캠퍼스 전경 올해 시장환경에 대해 SK하이닉스는 공급망 이슈가 하반기에 점진적으로 해소되며 메모리 제품에 대한 시장의 수요가 늘어날 것으로 전망했다. 회사는 이에 맞춰 우선 D램 사업에서는 재고를 탄력적으로 운영해 시장의 변동성을 줄이면서 수익성에 집중하는 전략을 유지한다. 낸드 사업의 경우 규모의 성장을 지속적으로 추구하겠다는 계획이다. 지난 연말 인텔 낸드사업부 인수 1단계 절차가 마무리되며 출범한 미국 자회사 솔리다임의 SSD 사업이 추가되며 판매량이 지난해 대비 약 2배로 늘어날 것으로 SK하이닉스는 기대했다. 한편 이와 함께 SK하이닉스는 배당금 지급 계획도 발표했다. 배당금 지급 총액은 1조589억원으로 주당 1540원이다. 또한 올해부터 오는 2024년까지 3년 간 주주환원을 위해 잉여현금흐름의 50%를 재원으로 환원해 분기별 배당을 실시하기로 했다	1
826	이데일리 신민준 기자 “D램시장 연중 타이트한 수급 상황 지속될 것이다. 낸드 플래시도 예상보다 빨리 회복돼 올해 2분기에는 가격이 상승 전환할 전망이다. PC시장은 올해 2년 연속 10% 이상 고성장 예상된다. ” SK하이닉스 000660 2021년 1분기 컨퍼런스콜	0
827	SK하이닉스 6거래일 간 15조 ↓ 1년전 삼바에 추격 악몽 되풀이 산업 지형 변화 보여줘 해석도 서울경제 코스피 시가총액 2위인 SK하이닉스 000660 가 네이버 NAVER 035420 에 추월당하기 일보 직전이다. 반도체 업황에 대한 비관이 극에 달하면서 최근 시총이 15조 원이나 증발한 여파다. 꼭 1년 전 삼성바이오로직스 207940 에 2위 자리를 내줬던 굴욕이 또다시 눈앞에 나타난 것으로 한국 산업의 지형 변화를 보여준다는 해석도 나온다. 12일 유가증권시장에서 SK하이닉스는 4.74% 하락한 10만 500원에 마감했다. 종가 기준 시총은 73조 1 642억 원으로 최근 6거래일 동안 14조 9 240억 원 쪼그라들었다. 가까스로 ‘코스피 넘버2’ 자리를 지켰지만 안심하기는 어렵다. 3위 네이버 72조 3 580억 원 와의 격차가 8 062억 원에 불과하기 때문이다. 이날 네이버는 1.01% 내린 44만 500원에 거래를 끝냈지만 SK하이닉스가 워낙 깊은 조정을 받은 탓에 2위 자리를 넘볼 수 있게 됐다. 올 초만 해도 격차가 43조 6 000억 원에 달해 네이버가 SK하이닉스를 턱밑까지 추격하리라 예상하기는 어려웠다. 하지만 플랫폼과 반도체 산업의 성장성에 대한 전망이 엇갈리면서 네이버가 빠른 속도로 따라붙었다. 탄탄한 이익 체력 개선 속에 카카오와 플랫폼 1위 자리를 두고 치열한 경쟁을 펼치며 네이버 주가는 연초 이후 50.6% 뛰었지만 SK하이닉스는 반도체 사이클에 대한 비관의 채도가 점점 짙어지면서 주가 곡선이 아래쪽으로 무너졌다. 둘 사이 시총 격차는 지난 5월 말 32조 9 100억 원→6월 말 24조 2 400억 원→7월 말 10조 6 900억 원으로 좁혀졌고 급기야 이날 1조 원 안팎까지 줄었다. 시총 2위 주인공에 관심이 쏠리는 것은 당대 주도 산업을 보여준다는 상징성 때문이다. 휴대폰 보급과 인터넷 투자가 활발했던 21세기 초반에는 SK텔레콤 2000 2003년 중국의 경제 개방으로 전방 산업이 성장했던 2000년대 중후반에는 POSCO 2007 2010년 차화정 자동차·화학·정유 시대가 열렸던 2010년대 초반에는 현대차 2011 2015년 가 2위에 올랐다. SK하이닉스는 반도체 호황 사이클 진입과 함께 2016년 말부터 2위를 고수하고 있다. 하지만 최근 한국 산업의 중심이 제조업에서 부가가치·수익성이 중요한 업종으로 옮겨지면서 플랫폼·바이오·배터리 기업이 2위를 탐내고 있다. 실제 지난해 8월 말 한때 SK하이닉스는 삼성바이오로직스에 2위 자리를 빼앗기기도 했다. 다만 이익 규모의 격차가 상당해 2위 쟁탈전은 두고 볼 필요가 있다는 지적이다. 이재만 하나금융투자 연구원은 “역대 새 시총 2위 기업은 기존 기업의 순이익을 넘어섰다는 공통점이 있다. SK하이닉스의 순이익을 넘어설 수 있는 기업이 나오는지 여부가 2위를 결정할 것”이라고 말했다	1
828	SK하이닉스 우시공장. 사진제공 SK하이닉스 SK하이닉스가 중국 자회사인 SK하이닉스 세미컨덕터에 2조3940억원을 현금 출자하기로 결정했다고 28일 공시했다. 출자 금액은 연결 기준 지난 2020년 말 자기자본의 4.6% 규모다. 취득 예정일은 오는 10월31일이다. SK하이닉스는 우시 생산시설 보완 투자 재원 확보를 위한 자금 대여 라고 밝혔다. 중국 우시에는 SK하이닉스의 D램 공장 C2 C2F가 위치하고 있다. 이곳에서는 전 세계 D램의 15% 가량이 생산되고 있는 것으로 알려졌다. 또 파운드리 자회사 SK하이닉스시스템IC도 우시에서 생산 설비를 가동하고 있다	1
829	삼성전자 주가 이달 7% 하락 SK하이닉스는 8.9% 떨어져 일각선 4분기가 매수 시점 사진 제공 연합뉴스 삼성전자 주가가 무너지면서 반등 시점에 관심이 모이고 있다. 일부 전문가들은 대형 반도체주가 저점을 찍었다고 진단하고 있다. 내년에 업황이 반등할 가능성이 높아 다시 주가가 상승할 기회가 있다는 설명이다. 일각에선 올해 4분기 이후가 삼성전자의 반등 시점이 될 수 있다는 전망을 내놨다. 22일 한국거래소에 따르면 이달 들어 삼성전자 주가는 7.39% 하락했다. 이달 초 8만2000원대였던 주가는 지난 20일 7만2000원대까지 내려왔다. 메모리 반도체 위주인 SK하이닉스 주가는 더 큰 낙폭을 보였다. 20일 10만2500원에 마감한 SK하이닉스 주가는 이달 들어 8.89% 하락했다. 적잖은 전문가들은 반도체주가 과하게 하락했다고 분석한다. 내년까지 업황이 부진하다는 최악의 상황을 가정해도 반도체주 주가는 저점에 가까워졌다는 것이다. 이재윤 유안타증권 연구원은 직전 메모리 반도체 하락 사이클에서 SK하이닉스 주가는 주가순자산비율 PBR 1배에서 지지선을 형성했는데 이를 반영하면 SK하이닉스 주가 저점은 9만 9만5000원대일 가능성이 높다 고 말했다. 신한금융투자도 SK하이닉스 주가가 최악의 가정까지 상당 부분 반영했다고 분석했다. 이에 따르면 SK하이닉스의 2021년 예상 PBR는 1.2배까지 내려왔다. 반도체 업황이 내년 2분기부터는 반등할 가능성이 높다는 진단도 나온다. 비메모리 반도체 공급이 정상화될 가능성이 높다는 설명이다. 최근 비메모리 반도체 공급이 부족해지면서 스마트폰 생산 차질로 이어졌다. 이는 메모리 반도체 수요를 짓누르는 요인으로 작용했다. 이 연구원은 대만 파운드리 업체 TSMC의 대규모 투자에 따른 결과가 내년 1분기부터 나오면서 상반기 중에는 비메모리 반도체 공급 부족이 해소될 수 있다 며 또 올해 4분기와 내년 1분기를 거쳐 수요자들의 반도체 재고가 어느 정도 소진되고 2분기부터는 계절적으로도 수요가 반등할 것으로 본다 고 전망했다. 최도연 신한금융투자 연구원은 D램 현물가격 하락세는 둔화될 전망 이라며 공급망 차질이 완화되는 구간에서 전방 업체들 주문이 증가하고 현물 가격이 상승할 것 이라고 내다봤다. 다만 반도체주를 매수하더라도 4분기 이후를 노려야 한다는 분석이 제기된다. 교보증권에 따르면 과거 외국인이 삼성전자를 대량 매도한 이후 6개월 동안 수익률은 부진한 흐름을 보였다. 교보증권은 내년 이익 전망의 불확실성이 해소될 때 삼성전자의 본격적인 상승 모멘텀이 생길 수 있다고 진단했다. 실적 불확실성이 해소되는 올해 4분기 이후가 매수 타이밍으로 적절할 것이라는 분석이다. 삼성전자의 내년 영업이익 전망치는 최소 51조원에서 최대 81조원으로 편차가 크다. 한편 삼성전자에 대한 빚투 가 크게 늘었다. 최근 삼성전자의 신용융자 잔액은 지난달 말보다 30% 이상 증가했다	1
830	서버용 D램값 요동 車생산 차질 상반기 D램 고정가 13% 오를 듯 올해 공급자 우위 시장 지속될것 자동차와 정보기술 IT 업계의 폭발적인 수요로 반도체 슈퍼사이클 초호황 이 초입 국면에 접어들었다. 지난해 삼성전자와 SK하이닉스의 실적 견인차가 됐던 서버용 D램 가격이 요동치고 반도체 공급 부족으로 생산이 마비된 완성차 업계는 설상가상 주요 반도체 생산기지의 자연재해로 발만 동동 구르는 상황이다. 2017 2018년 초호황기 때처럼 공급자 우위 시장이 형성되면서 삼성전자와 SK하이닉스의 실적 전망에도 청신호가 켜졌다. 2월28일 시장조사기관 D램익스체인지에 따르면 지난달 전통적 가격 지표인 PC용 D램의 고정거래가격 DDR4 8Gb 은 전달과 같은 3.00달러를 유지했다. 고정가는 삼성전자와 SK하이닉스 등 메모리 대량 생산업체가 고객사에 납품할 때 쓰는 계약가격이다. 통상 3개월 분기 단위로 거래되는 경우가 많다. 이에 비해 개인 소매 거래 등에 쓰이는 현물가격은 매일 변화한다. 지난 26일 기준 PC용 D램 현물가는 전일 대비 1.75% 오른 4.350달러를 기록했다. 24일 1년 10개월만에 4달러를 돌파한 이후 상승세를 계속되고 있다. 지난 12월 초 2.77달러에 불과했던 DDR4 8Gb 현물가는 석달 만에 57%나 급증했다. 현물가는 보통 고정가를 선행한다. D램 가격 상승은 전세계 시장점유율 70%를 차지하는 삼성전자와 SK하이닉스의 실적 기대감으로 이어진다. 반도체 업계 관계자는 D램 업체의 공급 증가율이 제한적인 만큼 연간 공급자 우위의 시장이 지속될 것 이라며 슈퍼사이클이 예상보다 빨리 올 수 있다 고 말했다. 업계에서는 상반기 D램 고정가가 전년대비 13% 이상 오를 것으로 보고 있다. 기존 시장 예상치인 한자릿수 중반을 크게 뛰어넘는 수준이다. 반도체가 필요한 거의 모든 곳에서 수요가 급증하고 있다. 32GB 서버 D램 2월 고정가는 115달러에서 3.48% 상승한 119달러로 집계됐다. 구글 등 차세대 서버 플랫폼 출시 임박으로 북미 투자가 늘고 중국 정부의 신인프라 정책으로 인한 데이터센터 투자 증가도 수요에 영향을 주고 있다. 알리바바는 향후 3년간 클라우드에 2000억위안 35조원 을 투자키로 했다. 또다른 시장조사기관인 트렌드포스는 최근 보고서에서 서버용 D램 출하량이 3·4분기까지 시장 수요를 밑돌 것 이라며 연간 가격이 40% 이상 오를 수 있다 고 전망했다. 그래픽 D램 분야의 수요는 가히 폭발적이다. 소니 플레이스테이션 PS 5 등 신규 게임 콘솔 수요가 증가하고 있으며 특히 암호화폐 채굴 증가로 불티나게 팔리는 엔비디아의 RTX 3000 시리즈는 시장에서 구할 수 없을 정도다. 김선우 메리츠증권 연구원은 32GB 서버 D램은 최근 140달러 대에서 거래되기 시작됐다 며 이는 지난주 발표한 D램익스체인지의 판가 예상치를 웃도는 수준으로 앞으로 D램의 판가 전개 속도가 시장 예상을 능가할 전망 이라고 설명했다. 반면 이처럼 증가하는 수요 대비 메모리 공급 증가세는 둔화하고 있다. 업체별 신규 투자가 전년 수준에 불과하고 선도 업체의 공정 개발은 지연되고 있다. km fnnews.com 김경민 기자 헉 소리나는 스 토리 뉴스 헉스 아는 척 하고 싶은 당신을 위한 두유노우 날로먹고 구워먹는 금융이슈 파인애플 ※ 저작권자 ⓒ 파이낸셜뉴스	0
831	임금 8% 파격 인상 초임 4000만원대→5040만원 인재 유출 막고 직원 기살리기 전 직원에 특별격려금 250만원 국내 대기업 중 가장 먼저 성과급 논란이 불거졌던 SK하이닉스가 임직원의 임금을 8% 이상 올리기로 했다. 우수한 인재들의 이탈을 막기 위해 파격적인 임금 인상을 결정했다. 9일 업계에 따르면 SK하이닉스와 한국노동조합총연맹 산하 이천·청주사업장 전임직 생산직 노조 전국민주노동조합총연맹 산하 기술 사무직 노조는 올해 임금을 평균 8.07% 인상하는 데 잠정 합의했다. 4000만원대였던 신입사원 초임은 5040만원으로 오른다. 노사는 임금협상 타결에 따른 특별격려금 명목으로 전 직원에게 오는 15일 250만원씩 지급하는 데도 합의했다. 회사 관계자는 “반도체산업은 인재 경쟁력이 곧 기업 경쟁력”이라며 “구성원 자부심과 인재 유치를 위해 높은 수준의 임금 인상에 합의하게 됐다”고 설명했다. 초과이익분배금 PS 과 관련해서는 PS 지급 한도를 초과하는 영업이익이 발생할 경우 이듬해 1월 지급 규모를 논의하기로 했다. SK하이닉스는 지난 2월 성과급 지급 기준을 EVA 경제적 부가가치 에서 영업이익으로 바꿨다. 영업이익의 10%를 따로 떼어내 PS 재원으로 활용한다. 종전까지 PS 상한은 기본급의 1000%였다. 이번 임금 인상으로 SK하이닉스 임직원의 평균 연봉이 껑충 뛸 전망이다. 특히 신입사원 연봉은 업계 최고 수준에 달할 것으로 예상된다. 5040만원에 이르는 초임에 PS 상반기와 하반기 나눠 지급하는 생산성 격려금 PI 등이 더해지기 때문이다. 업계 관계자는 “PS를 최대로 받는다고 가정하면 초임의 절반에 해당하는 액수가 더 들어온다”며 “이론적으론 신입사원도 8000만원대 연봉을 받을 수 있는 셈”이라고 설명했다. SK하이닉스는 올초 성과급 논란으로 곤욕을 치렀다. 지난해 5조원 이상 영업이익을 달성하고도 연봉의 20% 수준으로 성과급이 책정되자 직원들이 반발했다. 당시 SK하이닉스는 기본급의 200%에 해당하는 우리사주를 의무보유 4년을 조건으로 무상으로 받거나 30% 할인된 가격으로 매입할 수 있도록 했다. 그럼에도 임직원의 불만이 누그러지지 않자 파격적인 임금 인상이란 ‘카드’를 꺼내들었다는 게 업계의 분석이다	1
832	SK하이닉스 24Gb DDR5 샘플 출하 D램 단일 칩으로는 업계 최대 용량 탄소 배출 저감…ESG 경영에도 도움 SK하이닉스가 업계 최초로 샘플 출하한 24Gb DDR5 D램과 96GB 48GB D램 모듈 SK하이닉스 제공 헤럴드경제 김지헌 기자 SK하이닉스가 D램 단일 칩으로는 업계 최대 용량인 24Gb 기가비트 DDR5 제품의 샘플을 출하했다고 15일 밝혔다. DDR은 더블 데이터 레이트 Double Data Rate 의 약자로 D램 규격을 뜻하는데 뒤에 숫자가 클수록 성능이 향상된다. 예를 들어 DDR5는 DDR4보다 속도가 두 배 이상 빠르며 전력 효율성도 30%가량 높다. 현재 DDR D램은 8Gb 16Gb 용량이 주로 통용되고 있으며 최대 용량은 16Gb다. SK하이닉스는 지난해 10월 업계 최초로 DDR5를 출시한 데 이어 1년 2개월 만에 최대 용량 제품을 선보였다. 이번 24Gb DDR5에는 극자외선 EUV 공정을 도입한 10나노 4세대 1a 기술이 적용됐다. 이와 함께 이 제품은 기존 10나노 2세대 1y DDR5 제품 대비 칩당 용량이 16Gb에서 24Gb로 향상돼 생산효율이 개선됐고 속도는 최대 33% 빨라졌다. SK하이닉스 기술진은 신제품의 전력 소모를 기존 제품 대비 약 25% 줄이고 생산효율 개선에 따라 제조과정에서도 에너지 투입량을 줄였다. 회사는 이 제품이 탄소 배출 저감 효과도 유발해 환경·사회·지배구조 ESG 경영에도 도움이 될 것으로 내다보고 있다. 이 제품은 48GB 기가바이트 96GB 두 가지 모듈로 우선 출시돼 클라우드 Cloud 데이터센터에 공급될 예정이다. 이어 인공지능 머신러닝과 같은 빅데이터 처리와 메타버스 구현 등의 용도로 고성능 서버에도 활용될 전망이다. 캐롤린 듀란 인텔의 메모리·IO기술담당 부사장은 “오랜 기간 협업해온 인텔과 SK하이닉스는 이번 신제품 협력을 통해 고객에게 최적의 솔루션을 제공할 것”이라며 “이번 24Gb 제품은 단일 D램 칩 최대 용량으로 데이터센터 운영비용의 효율성을 높여주는 강점을 가지고 있다”고 평가했다. 노종원 SK하이닉스 사업총괄 사장은 “앞으로도 진화된 기술과 ESG 측면 강점을 가진 제품 개발로 DDR5 시장에서 리더십을 키워가겠다”고 말했다	1
